Id,Review,Label
10621,I am concerned about the last assignment of this course. And I cannot get any help from here.,3
10624,"It was a bit.... general. That could be a bias of mine, as I have done quite a bit of management-type work, so maybe it didn't feel that new or informative.",3
10628,"Good overview for those without management experience. For experienced folks -- probably a good number since this is an Executive Data Science course -- it was pretty basic. Also some of the elements come down to management style. For some, other approaches have worked well and might not be ready to switch philosophies based on the course.Otherwise, pretty good.",3
10651,"Content was good and questions were well-thought. Video lectures however would need written notes to accompany them. Also when videos are as long and fast-paced as it is in the course it would be nice to throw the major point in discussion on the background,this would help clarify and focus the idea the lecturer is trying to convey.",3
10657,"needed more depth, which still could have been achieved in a 1-week format",3
10658,"If you know anything about management, specifically software engineering management, this course won't tell you anything new. It's very high level survey of best practices. I'm currently working as a software engineer on data science problems alone on my team. I wanted some idea of how data science teams are typically structured for when I need to talk about my work to my chain of command and my peers and for interacting with other dedicated data science teams at my company. I feel I got a pretty good idea of that and a better understanding the roles in an ideal team. I also feel prepared for the future if I were to apply for a role on a dedicated data science team. As far as actually building a team myself, I think this course won't really give you that if you don't already have other management experience, but it does give you some insight on the specifics of data science people. Finally, Quizzes could use some review, the answers don't often line up grammatically with the questions. Also the one with the instructor's LinkedIn profile linked doesn't work because LinkedIn covers the content and wants you to create an account. A link to a resume or something might be better.",3
10665,"Some of the videos are very basic concepts on how to lead a team (i.e.: Management strategies, common difficulties,...). It is already known things for a manager with some experience leading teams. This course could be shorter.",3
10668,"For most people this might be four stars. There is solid content here, but I couldn't help but feel a lot of this stuff is fairly standard OD/management material and in some ways, it felt like asking, say, a project manager to deliver a data science course. If you have never done any managerial training or read material on intrinsic motivation, org and team culture, then you will get value. For me this was pretty stock",3
10684,There could be more work in the assignments in this course. The Quizzes are very simple.,3
10694,Very short. Quality of the course is OK.,3
10698,"The information is useful, but I think the five courses in the specialization could be merged into a single one.",3
10699,"This was a fine overview however I was hoping to drill down into more detail on some of the roles and responsibilites data teams can have. For example data architects, stewards etc.",3
10709,"Interesting, but content is a bit limited",3
10723,Building a Data Science Team does indeed contain helpful recommendations for starting data science teammanagers/executives; for me it had a little too much of a Hu,3
10725,"Probably, I wouldn't have a course just about how to hire/build a data team.",3
10729,"The courses in the specialization are - in my opinion, excessively short.",3
10734,Good interesting material but the quizzes were badly designed and did not test concepts well.,3
10744,Great idea and syllabus.The videos are too short and missing some explanations.,3
10769,A great course to understand the procedure for non-medicos,3
10778,This serves well as a basic intro but not for people who are looking for a deeper dive.,3
10786,"A little boring. Some lecturers did not deliver a good presentation and some ""philosophical masterpiece"" are not practical at all.",3
10804,Learned a few things from this course.,3
10858,This course was very helpful but there is a need to discuss it more further in details.,3
10861,"This course seems great, although plenty of errors in the audio transcript. The steepness of the learning curve increased very quickly and understandability decreased after week 3, which made me drop the course. I hope to be able to retake it some time in the future with the right mathematical skills.",3
10877,"I was slightly disappointed by the course: too much information was given and not always in a clear way. In particular, sometimes the sessions were jumping from one discipline to another with not much explanation and this was confusing. Also, the information provided was in huge amounts but not in details. I expected to get more detailed information on children's rights while sometimes the presentations were only very general overviews.",3
10882,Good basic coverage on children's fundamental rights. The course could have benefitted from assignments being more consistently accurate to lessons as there are some gaps. The last module I found the most interesting as it covers challenges to child rights in real time cultural/social dilemmas.,3
10902,Too shallow. It's just common sense and a little of vocabulary.,3
10962,"The professor does not evaluate your assignments. Your classmates do, giving you sometimes unfair qualifications. I won't continue with the rest of the course because of that. I think University of Washington or Coursera should have said this at the description of the course so people can decide better if take it or not.",3
10983,"A little to coach ""driven"" for me but good information and tools to use for specific conversations.",3
11039,"While the lectures were good, this course had annoying issues, such as in-video questions asking us to refer to previously shown material (which isn't easy given the Coursera interface). A few assignment questions were also poorly formulated. The course would have really benefited from .pdf reference material, for review and elaboration of topics presented in lectures. At minimum, a list of relevant equations would have helped.The acoustics part of the content seemed somewhat sketchy and hand-wavy; the assumptions and limitations behind the rule-of-thumb equations and models presented weren't given much weight, so I wasn't able to get a good grasp of when they were relevant*. The electronics part was more reasonable, but still suffered from some over-simplification (for example, the model of guitar pickups didn't include magnetic hysteresis).All in all, the course was worth taking, but I think the material deserves more rigor.*All models are wrong. But some of them are useful.",3
11065,Wonderful lectures with heaps of useful information including video on blended teaching in action along with teacher interviews and enthusiastic presenters. The course is self-paced though so you are relying on your fellow learners being up to the point you are for peer assessment. Also some links don't work and there is little or no interaction from the Course leaders or TA's. The lectures are well worth it though.,3
11081,The course content is interesting and well laid out. The lack of contact details for course queries is concerning as is purely being assessed by peers who may not follow the grading guidelines very well (providing no feedback etc),3
11083,"I think the information in this course is well organized and the delivery is good. The video lectures are high quality and there are a number of different people interviewed, each one giving a different opinion on blended learning. Most of the example schools were elementary so it would be better if they could include some secondary schools as well.One area that this course could improve greatly on is the assessments. They are peer-reviewed and I think the rubric used for grading is so strict that it doesn't allow the graders to interpret what we have learned. I also think that some parts of the assessment being measured really aren't important when it comes to us demonstrating what we have learned about blended learning.If you are looking to learn more about blended learning, I would recommend this course.",3
11182,"This is a brief overview, basically food for thought. I liked the small portions this course was broken into, it made it all the more accessible.",3
11210,"I'm leaving because I can't keep up with an 8 week course given in 4 weeks, and even less if the course keep on refering to the 8 weeks time frame. A pity, I loved this course.",3
11211,"The course is all comprehensive about models and concepts of communication science, however the break-down into small lectures turn out to be too brief in my opinion to develop rich understanding of the subject. It would be more conducive that lecturer expands more on the cutting edge study and research, to give people a sense of the finding of the field and its benefits.",3
11227,"The videos lacks clarity, not loud enough and at instances it's ungrammatical.Certainly, there ALWAYS WILL be scope of improvement and although, it was moderately enlightening, thank you for producing this course (quite credibly flexible)",3
11243,Basic but well done,3
11304,"It only gives you a basic overview of start up's vocabulary. However, it is very simple for who has never experienced economics subjects.",3
11306,Great Course. Assignments are the best part of the course.,3
11429,This course mainly focus on statistics and statistical parameters and almost nothing about about Understanding Clinical Research - as title anotate,3
11433,I believe this may be a more helpful course to those already quite familiar with statistics and for those who use statistical terminology daily.,3
11477,Great introduction to the clinical statistic usually encountered while reading medical or biology literature. However it would be much appreciated if more calculations could be incorporate into this course.,3
11502,There are some errors on the quizzes in between the videos. I had to skip a lot of them because it wound't accept the correct answer. I liked the testimonial videos.,3
11513,"a good course, especially if you are not too aware of Autism",3
11529,"In general, I enjoyed the contents of the course. It's a general overview that introduces all aspects of Autism Spectrum Disorder which is exactly what I wanted. However, half of the final week is a list of established and emerging practices, so this was quite boring. I could have read them off the screen faster.My least favorite aspect of this course is that you can't take the quizzes without buying the certificate. Currently, the certificate won't assist me; I simply wanted to learn more about ASD so as to be more informed. This was quite frustrating because I use the quizzes as a means of checking my understanding and retention of the material.",3
11535,Good introduction to ASD.,3
11542,"The course had some useful content, but there was too much time spent on USA centred materials for an iavailabe course.",3
11567,Could be more computer friendly. Had good information but hard to engage because the majority of the lectures are just powerpoints with the professor talking over them.,3
11577,Very helpful information particularly in the earlier weeks. I found the last couple weeks less helpful because of the large quantity of listed interventions without elaboration/examples - I did read the attached report but would have found it helpful to see some of the interventions demonstrated either via a video or diagram. Temple Grandin is a great documentary and I appreciated hearing her perspective regarding tactile sensitivity. She's also a great example of a person with autism who has developed her strengths and worked around her weaknesses and is a highly functional and successful individual. Overall enjoyed this class. Thanks!,3
11612,Good way to get started with doing from just listening or reading.,3
11615,"it was good, could be more dinamic though",3
11619,Learn something about the money supply and demand and their relationship with the exchange rate. but can hardly used in daily,3
11621,The content covers very good the most important theories and concepts in macro economy and explains in detail the relationship between them. I wish the course would take more advantage of interactive multimedia tools in order to support the spoken word with visual means.,3
11626,"This is a good course, but be sure you have a foundational level of understanding of Macroeconomics before starting - it doesn't provide a lot of background before diving into more advanced topics.",3
11634,"I thought at first according to the title of this course, that it should be an intro for c programmers. But it is more like a brush-up for already c++ programmers. Be ready to take some other course or reading parallel. Otherwise the homeworks are absolutely interesting and suitable for new-comer. It would be better if more videos with more details could be made.",3
11647,"It accomplishes the main goal: help with the leap from C to C++, but:- It's damn slow. I had to use the 1.5x or 2x speed all the time, and I'm not native English.- The format of the slides is really ugly (e.g., those bullet points in the code)- No lecture notes are provided- The references are to his (expensive) books instead- No source code of examples is provided either- Graph theory is interesting, but out of scope. Waste of time for those who already know it are not interested in and just want to learn C++. It would be better to provide references for optional reading or reviewing.",3
11649,"Do this course for the assignments and to have something that keeps you on schedule. But be prepared to do your own research on topics.The professor goes off on pointless tangents forever. C is also supposed to be a prerequisite but then he ends also ends up explaining basic C (prefixing his explanation with you should know this). He then goes into these very specific, typical academic-style examples that he spends time talking about them (again pointless). And then very little time is left to explain the actual new C++ stuff, and he explains it assuming you kind-of know what he's talking about. So you'll have to stop the video and look up the topic online.",3
11657,"The course presents the topics in a non-linear manner. It should be called ""Learning graphs with C++""",3
11669,"The course content is good. But it needs some polishing...Major comment:The assignment submission/review process should be improved. Grading system is not clearly defined at the time of submission. Some grading question are inherently subjective ""Is the code at least somewhat efficient?"". But even for inherently objective questions ""Is the code correct?"" (as does it give the correct answer"" the staff does not provide the correct answer... I think the staff should create some automated review for what is objective: does the code compile? does it yield the correct answer? is it efficient enough? (Just like many other courses on Coursera) And only when it passes the automatic review, use peer grading for coding style. Finally there a lot of confusion with the deadlines.Minor comments:Lucky Coursera has an option to play twice faster! Not that the content is too easy, but the talking ... pace ... is ... hum... very ... ... slow. Also how come for a programming course the slides with code are so poorly formated???",3
11684,Not enough depth. Put another way not a CS course.,3
11715,Somewhat basic and not very applicable,3
11761,"presentation is poor, not very engaging",3
11819,A bit too short.,3
11846,"It was pretty intuitive and easy to follow the first couple of weeks, but then the assumed knowledge of beta and gamma distributions and their frequentist usage, stood in the way of me fully grasping the Bayesian part of it. In the end I just copied the examples from the lectures and passed the tests ... without really getting it.",3
11848,"It was little difficult to understand what the professor , but anyway it was good.",3
11862,This course requires solid grounding in mathematics. No meant of Social Science graduates without proper training in statistics/mathematics. The course was good in the sense that we could how probability distributions are used to model real world problems.Study material was certainly not adequate.,3
11889,"Liked the course, but it was a little easy (took four days total to do the material for the whole course). Many questions were left unanswered (such as how dependent the credibility intervals are on the choice of prior distribution and the assumed distribution of the data), and it didn't touch on later topics that are interesting (MCMC sampling). Again, good beginning course, but I was looking for more in depth study.",3
11893,"The lectures from week 1 to week 3 are nice and useful to me, but I think there should be more details about the content in week 4. For example, I think the lecture about the Jeffreys prior skipped many things and I did not understand this concept very well.",3
11901,"The material is good, but I've found the lectures challenging to understand even having some background in math. It would be good if all the definitions and key facts were stated more prominently in the lectures, as opposed to algebraic transformations which most readers can hopefully do on their own.",3
11959,The course content is good but sometimes very fast paced. The downside of the course relates to the peer-review system of some of the assignments. You can get stuck with a failed assignment for weeks and you have to kindly ask in the forums for someone to review it.,3
11962,Interesting course! But the lecture videos are too long.,3
11977,"good for people who don't have any background about coding, and want to build a prototype of an app",3
11985,Nice Lesson and good subject,3
12016,Course content good but labs difficult to work with as no offline unit tests were provided which made debugging painful.,3
12030,"Course has very good content and well structured. However it lacks more details on the mechanics, under the hood functioning of Blockchains.The practical assignments are not adequate. Propose more exercises that goes up in incremental content and difficulties and allow students to get more practical insight upon how a blockchain really works.",3
12031,Nice course with troublesome assignments.,3
12040,"Great overview of Bitcoin, solid foundation in Blockchain. This industry is fast moving so its a bit dated with its content -- for example, this was done before Ethereum so it is not mentioned at all. Needs to be updated. Plus -- no certificate dings it one more for me...",3
12052,"It is difficult to complain too much about a free course, but I expected more from a course carrying the name Princeton. The videos were generally well done and interesting, but did contain factual errors almost every week.Unfortunately the instructors were absent from the forums after a couple replies the first week. The homework assignments were disorganized, provided components contained errors, the grading system had problems and the requirements were often unclear. The assignments require Java programming experience (not mentioned in course description). Most importantly, the assignments in no way reflected what was taught in the course videos. They were of course related, but were implementing parts of a bitcoin node, but in a simplified manner. The textbook PDF is good.It would have been nice to have assignments working with real bitcoin (or testnet) transactions, sigs, verification, hashing, etc.Anyhow, I'm enthusiastic about this subject matter, so I'm just happy the course exists, but don't expect a glossy polished course... it's a rough ride.Here is another Bitcoin course that looks good: https://www.pluralsight.com/courses/bitcoin-decentralized-technology",3
12065,"The course is comprehensive and covers technical, social, economic. legal aspects of Bitcoin. The technical treatment is hands on and gives a really good fell for how bitcoin and blockchain works compared to several other sources where treatment is superficial.There are several parts of the course I was not able to get a clear understanding - such as implementation of the actual bitcoin core in the stack based script. Also I found the questions for the programming assignments convoluted and not very helpful in describing what is required from the student. Had it not been for discussions on the student forum I would not have been able to complete the final assignment.Despite the shortcomings I would recommend this for someone who is good in Java and would like to get a technical as well as comprehensive understanding of cryptocurrencies and blockchain.",3
12078,Assignments would need to be improved...,3
12146,"Given the nature of law courses (a lot of reading), there needs to be a great deal more written information on the lecture slides. Quotes from pieces of legislation, judgements from various courts, quotes from politicians etc. need to be provided on the slides, otherwise students are either left to search through the transcript, which contains numerous spelling and grammatical errors, or write what Prof. Gearey is saying which means continuously stopping and starting the lectures to get it all down. IN SHORT: Better lecture slides with more information on.",3
12152,"The content is good, but it's lacking articles, important bills etc..; and the quizzes aren't very hard",3
12178,"Useful course for exposure to debates that animate the common law, with some bits about the relationship of English and European law, pre-Brexit. It's probably fair to say this course offers some experience in the elusive skill of how to think like a lawyer. The legal debates might seem a bit pedantic to all but the specialist. For example, the course attempts to sketch in the debates about proper use of precedent, with frequent reminders that the task of fully developing such debates is beyond the scope of the course--I'll bet some students were thinking, thank goodness it's beyond the scope. It's all clear enough, and delivered pretty much exclusively in traditional lecture format--there's even a lectern. Each of these lessons about the legal debates outlines and develops the opposing sides but doesn't give you a whole lot of new content to be tested. Thus, many of the quiz questions are on comprehending passages from cases, statutes, or commentary. Such quiz questions sometimes feel like those reading comprehension questions from a standardized test, rather than tests of the material covered in the lesson.",3
12188,"Interesting material and good teacher but very poor use of the media (an audio file would have been sufficient for most lectures) and low quality recording for some lectures (background noises, echos, wind...)",3
12199,I need access to the quizzes,3
12202,"It wasn't challenging but more irrelevant to what I'd guess is a lot of ""workplaces""",3
12212,"While the course materials themselves were very useful, the quizzes didn't feel like an effective test of the material and consisted of very few questions, which didn't leave room for error (especially problematic because some questions were subjective).",3
12213,I like the course content but the presenter needs to have a more friendly way to present it.,3
12214,"Kinda disappointed that in a course about Communication, Margaret can be such a ""so-so"" communicator herself. Except that, the course is good and offers some cool tips on how to deal with that new ways of communication that we must deal of.",3
12224,"The extra/outside content provided is great. As others have stated, but clearly not adjusted, some of the quiz questions aren't clear items covered in the material (which is frustrating).",3
12243,It is basic course with simple information,3
12244,"I think that , this course need to add more keys critical important point in each lesson by keywords on Videos. And examples how to use these skill on nature life",3
12249,"speak speed is little bit too quick, difficult for non-english speaking student",3
12257,"A good introduction to Workplace Communication.The resources supplied were extremely helpful.I didn't pay so much attention to the slides that came with this - in fact, I'm not even sure how relevant they are looking back.I had expected the overview videos to be an insight to the resource content, but it wasn't quite compiled that way.The tests could have been longer, and perhaps could have contained obvious solutions - in some instances the solutions provided were all applicable, leaving the student to select the best option. In other instances the options available weren't even discussed in the content, confusing the student.",3
12259,Has good collection of resources for improvement of communication skills,3
12260,"The teacher of this course talks toooo fast ! I`m for example a french educated student, so I prefer to take courses with a teacher who talks in a comprehensive way in which I can understand everything he says in order to proceed in my work and then to benefit everything in this course.Concerning the quiz, in the all of the quiz there is questions not related to what already said from the teacher or in the articles required to read. I red the articles coupes of time but in a specific questions, the answers, it seems, that we should answer from our own memory because badly it`s not mentioned in any article or in the video of the teacher.Thanks",3
12269,Less required reading and more targeted lectures would make it great. It often seemed that the questions in the quiz weren't properly covered in the material provided.,3
12275,the course is not that strong when it comes to communicating with direct reports .,3
12277,"Ok course. Well tught, but overall I prefer more business related classes.",3
12281,materials/lectures are brief and could go deeper.,3
12282,It's a bit hard to answer the quiz since the presentation is not speaking about the qu,3
12288,"Gives just enough info. Great, but I wish it was more detailed.",3
12401,"A little slower than the last ones, not my favorite but great use of hands-on projects and enagagement",3
12411,"The course was good enough...but exercises were very simple. Only the final course was little bit challenging. For a guy that sits in IT business for a while it's rather too simple. Besides, I've learned spark basics which is super cool...so thanks for thatMaybe you could consider to build docker image instead of using virtual machines. VM is ok, but I think that docker can simplify all the stuff without necessary downloading, installations etc.Looking forward to the next spark challenges :)",3
12416,"Programming instructions were not clear, and the version of Python that was installed on my machine did not support the Jupy",3
12419,"some of the stuff was not mentioned properly, like for last quiz how to expoert data from mongodb",3
12432,"I feel the contents of this course were great, no second thought on it. It makes your concepts crystal clear. But faced lots of issues during practicing the hands on exercises and did not get proper feedback or response on any of the queries.",3
12441,"The final assessment somewhat not really well designed, imho.",3
12442,Needs more depth. Instructors should reference more external readings since the lectures are brief.,3
12443,Good experience of using the big data tools but a total lack of engagement in the forums by the instructors and community mentors make it hard going if anything goes wrong. The final quiz took me over 8 hours mostly because there was no one to ask for hints when I was totally stuck and confused!,3
12509,"The content is helpful in learning to use the camera and understand terminology, but it is somewhat, if not totally, a false representation of interaction with the experts. There is absolutely none. Some seems repetitive from course one.",3
12522,"Sorry but yet again a potentially great course spoiled by the implementation, way too many mistakes in the quizzes, peer review grading systems which in places are nonsense . I hope things get better and I give the the course the 5 stars the content would merit if it had been properly QCed and delivered to best Coursera standards",3
12524,The glitches with Coursera itself are not excusable and should be taken as a black mark against the organization. They made the professors and Michigan State look less than average and caused confusion among the students. The material is good and it makes me learn about the camera that I use and try new things.,3
12537,problems..problems ongoing,3
12540,"The explanations are a bit and drawn out. For non-native English speakers, this is very difficult to understand as well at time difficult for native speakers. Also, the course for auditors is not very interactive and we cannot participate in some quizzes and work submission.",3
12562,needs more info and practical references,3
12571,"The course content is very good and useful. But the so-called ""Chinese version"" doesn't fit my need. It takes longer time for me to understand the quiz and find more information relative to the quiz items from Chinese materials. Exactly the course itself is clear enough to understand, but the quiz part doubles the difficulties to comprehend.",3
12661,Very basic things... Any examples for regression.,3
12672,It's ok for an extremely high-level overiew,3
12713,Extremely lightweight and totally missing in substance; I cannot recall whether they stated so in the course goals.,3
12714,The comparaison between Chinese and Western Culture was really useful. It was a nice overview but it would also have been interesting to get information (at least some ints) about the long and fascinating Chinese History. More historical context would be appreciated.,3
12745,The course gives a clear and means ideas about how communicate in works areas.,3
12747,The audio quality of the lectures could be better. Assignments need to be challenging. Programming assignments in Assembly should be used to evaluate the grade in addition to quizzes.,3
12765,I enjoyed the topic. The lectures could be augmented by breaking them up into more pieces (particularly for Instrumental variables and double difference). It would have been nice if additional (optional) readings were listed to give interested students more direction. I also would have liked to see topics added to the course such as propensity score matching.,3
12767,This give a very good insight into what i did not know earlier. Thank you Prof. Anders Holm. I recommend this course to all all. I did a lot of learning. Go for it,3
12768,"It teaches an interesting topic, but it's a bit hard to follow the teacher. I learnt from the exercises, mostly.",3
12830,Quiz isn't challenging enough to validate the understanding of the user taking the course .,3
12831,Basic course with videos running too fast......,3
12833,"I do feel that I learned from this course, though I almost feel that it was too easy to earn the certificate.",3
12839,The free course is very short and only give a generalized information of the cybersecurity word. I can't review about the full course (but you should pay for it).,3
12843,This course was really good but not too deep. I went on to study the CISSP manual and some additional training. This is a great course if you want an introduction to cybersecurity.,3
12859,Course material reference readings were good but videos were pathetic. It was more like a high school kid reading the slides.,3
12868,It is not any technical 'lab based exercise bases I mean',3
12872,"too short, I prefer that the engineer share a little experience or make more in detail.",3
12892,Too little course material; video's too flashy (noisy) and do not discuss enough information,3
12901,I wish that the videos were longer.,3
12915,The course content does not follow the exam question is totally different what you learn from the two-minute video. You need to have the background in the field. This course should have gone through the beta test before release to the public.,3
12917,"The subject matter is very interesting, the reading material is well-chosen, but the video lectures are superficial, to put it mildly. I recommend doing th course, but strongly suggest the staff upgrade the lectures.",3
12918,"I Felt like this was a very in depth course, the reading material was very good. At times I thought the instructional videos were very short - I would have liked them to have been longer, perhaps going into more depth about some of the topics covered in the reading materials - I was not fond of the written portion of the course - I would have preferred exams to the written portion.thanks.",3
12920,"A good course for people who are trying to lean the basics of cyber security.Regards,Kashif",3
12931,"Too microsoft-oriented, too much reading (sometimes not very related to the topic) that is not unique and can be easily found on the internet without attending this course, not enough video presentations and explanations.Final exam seemed to me a bit out of topic.",3
12933,"A little bit too much generalist, need more precision.And unlimited attempt for quizz is not a godd idea, because quizz don't mean anything",3
12942,"I find this course very informative, but at the same time the videos seem pointless. All the quizzes are on the suggested reading material. The videos are quite cursory- almost an afterthought.",3
12946,Good basic course,3
12948,The material may be nore specific,3
12955,I found the course interesting though the continual music being played in the background was a distraction for me and felt like a brainwashing exercise.,3
12963,"It's not exactly I was expecting. It covers lot of theory part. Some practical work in coding and security practicles would have added more value.I enjoyed the some material pdf suggested. However, I didn't liked ""Accordingly to Microsoft"" question and material. It was made 10 years back. Course content must be updated and more invovled tasks or discussions with Course makers. It looks like some videos are once made and kept as it is. I never saw actual teachers teaching something in this course, just browsing, reading and eassy writing.",3
12971,Is a little basic introduction to InfoSEC but is nice a good to start.,3
12981,"The course isn't bad, but the videos explanations are all way to general, they should be more detailed.",3
13033,"At first the questions were wrong, but i contacted with the professor and he corrected them.",3
13074,it was too much teory and not really data analytics tools.,3
13088,"While I appreciated the challenge of the capstone project, I didn't feel like the assignment's requests accurately aligned or represented what was provided in the lecture series. As someone who bought this course as one large pack (four courses, one capstone project), it would've been nice to see more intersection. I felt a little ""in the dark"" on some of this. Given the short timeline to finish the work, too, many of these requests need more time (e.g. building personas needs user research, ideally). All in all, a good challenge to a content professional, but don't expect all of this to align with what you learned in the lecture series.",3
13197,Would have rated it 4 if i had received my certificate of accomplishment like i was told at the starting of the course. The course was very informative and explained thoroughly and all but when you put it down on your resume or something its good to have a document backing up the claim.,3
13199,"So far , very interesting and covers much of the material that was covered in my Strategy Course in my MBA. It has been a delightful course as a refresher and putting more up-to-date examples than when I covered much of this material some time ago. Have another 2.5 weeks to go but I will look for more courses from LMU & Tobias !",3
13284,"Good introductory class to the topic. Much time spent on examples. However, each module feels somewhat a bit disconnected from the other ones. A case study or example which would navigate students through all 6 modules would greatly help students remembering it all.",3
13314,Not a lot of practice problems and somewhat superficial information.,3
13317,Good Attractiveness,3
13391,The course introduces us to a ton of valuable material for developing data products. But it is up to the student to have the initiative to dig deeper into the material by going through the various API reference documentations in order to create the final data applications. I'm not sure there is a better way to teach this course; but it felt like I was left to my own devices to complete the course. In a way it was a good learning experience to have to complete the assignments without much hand-holding from the instructors.,3
13400,A bit fast paced as they teach so many things in a single week. But the stuff they teach is surely great and makes you appreciate the beauty of R,3
13409,"Although I really liked the content of this course, the videos seemed to be have been done with rush. Many of the explanations were started but not finished and the presenter had many breaks during his speech to think or to go back with a better explanation.",3
13416,"Nice course, but the discussion forum are not the same as in the old format. I also think that the shiny videos from Rstudio are better than the instructional videos in this course.",3
13426,"This module is not the same level as the previous ones, giving a superficial view of several package but not on any deepens. The application development was the positive part of the module.",3
13432,"The course is fine in the content. As usual, the presentation from Brian Caffo is rather rushed and stumbling. A better presenting style would improve the course no end, but ultimately, what is covered is what you need. I generally just avoid the videos and read the slides.",3
13434,This course isn't as clearly outlined or carefully prepared as the others in the Data Visualization specialization.,3
13440,"The class was OK. This was the topic I was most excited to get to in the specialization, so I started playing around with Shiny, Slidify, and other tools ahead of time. Because I had gained some basic familiarity with those packages, this class was a bit of a letdown. I was happy with the week on making R packages. That was all new and fascinating. If you're looking for something more advanced than a very basic overview, you may want to look elsewhere.",3
13457,"The course is OK, but I'd rather learned app development with Python or Java.",3
13458,Updated and entertaining!!,3
13463,Lots of material in a short amount of time.,3
13475,I have not received yet my certificated and I can't see it in the list. Is there something wrong?,3
13494,Algorithms in lectures were useless to programming assignment,3
13499,For a beginner like me its totally going over the head. I mean i get the logic but if you guys can please give more code...I am learning data structures for the first time and it is bit difficult for me to grasp it all and write codes in a week...,3
13567,"Course content is ok, but some lectors are really boring in explaining mathematical details.Tasks are pretty easy, and this is from algorithmic perspective, because from programming there are almost nothing to do.And overall it feels that there are not so much info as for 5 weeks course. If it would cost lest, than it would be ok. But for 80$ I've expected more.",3
13569,"[Slightly updated according to Michael's questions]The course is fine, but comparing to the previous one - Algorithmic Toolbox - this one is weaker and with lesser quality.Pros: the course contains some interesting data structures and valuable observations. The starter files for assignments are in place. Related books are given after each video session. All the tasks have automatic grader. There is a couple of interesting tasks to do.Cons: the material is mostly lectures, and there is even a video where lecturer just reads the article from Wiki (Splay tree - has the same information with same lack of some proofs). Expected: add quizzes as it was in the first course. The course has less weeks - only 4 as comparing to 5 in AT. So various important data structures are not discussed. The course has less homework - 3 tasks each week as comparing to 5 in AT. And all 3 are usually just implementations of some basic algos seen in lectures.I consider the course valuable due to a number of good videos and a couple of good tasks to do. But in general, this course has the area for improvement.",3
13580,"The depth and explanation of theoretical concepts are better than the first course. I like the in depth discussion over various introduced data structures, for instance there are comparisons between naive implementations vs smarter implementations. However overall the topic is very theoretical, maybe add a little more connection of each introduced data structure with respect to its application would make the topic less dry and more motivating.",3
13587,"The course has excellent homework to help you study, but the course itself sometimes doesn't cover more generally applied knowledge such as red-black BST. Also, the professors' teaching style may be confusing sometimes and require extra work to understand, especially when they didn't have a pen in hand and were just talking quickly to the air. I do hope the following series will eventually tackle these issues, and I'll be glad to give the whole series 5 stars.",3
13589,"The structure of the class follows the regular academic model you'll find in college: lecture -> lecture -> lecture -> assignment... repeat. I don't think this model is suitable for online delivery. Without discussion and the ability to interrupt and ask questions, the lectures are at times a more frustrating than useful (especially with Coursera's user interface, which lacks quick rewind and is generally speaking rather poorly thought out).For many of the topics, better videos exist online (try safari or pluralsight). As for the problems, they were the main source of learning, but were also at times a bit frustrating (the splay trees starter code was rather sad to look at). I find that hacker rank is probably better at delivering value (if you can forego the warm fuzzy feeling you get from getting a verified certificate, you'll probably be better served by practicing on hacker rank than from doing the problems in this course).",3
13605,"I was hoping the lectures would be more dense. My previous coursera courses where on data science, machine learning, etc. I somewhat feel that the content on those courses is twice or thrice more.",3
13615,"This course got better as it went on. The first week, the teacher went through the entire plot of Harry Potter which seemed like a waste of time. The point was made long before the telling of every plot point in Harry Potter was done. I thought, really, I signed up for four months of this? Then the lectures got better, learning the basis outlines and structures of plot is useful. Simple, but useful.",3
13649,it seems good and hopefully will be valuable in my context,3
13654,"The course material and videos are very good, however I would prefer that comments about your work be emailed directly to the student so that they are more likely to read them. I found it to easy to just move on and not really look for the comments on my work.",3
13658,it would have been great if the final assignment had been grade,3
13670,"I learnt much but only rated 3 stars because students are unable to submit their assignments or receive peer group or mentor feedback unless a payment is made. The previous writing course I completed with Coursera did not have such restrictions - you only had to pay for the certificate if wanted. However, thank you for free access to the content",3
13682,"I understand the importance of reviewing other classmates work however with the time constraints of today's world, I believe it takes away from precious time that could be spent developing the craft of writing .",3
13708,The course is nice and informative. Unfortunately one can not do any of the pear rated assignments or pear reviews.,3
13711,"Nice, informative, but basic and short.",3
13753,"I found this course quite hard to take to; especially after starting the second one on Character. Saying that though, it is good to learn about different perspectives and approaches as education whatever form enables us to move forward on our learning path.",3
13758,"-Made on 10/05/2016- Low quantity of information and resources. For the cost , is not even near to other moocs. Block the sending and sharing of activities, and unable the peer evaluation because of a required payment, really handicap the learning and the quality of the course. If I pay a Mooc, is becouse of a strong quality and substantial learning; this two lacking in this course. I can give you a list of other moocs around this and other subjects (film, writing, mat, entrepreneurship, photography...) for you to make relations and compare structures. Please revise this course, you have nice video edition and the teacher is good, and willing to teach, but the global course is missing several things. I encourage you to take my words.",3
